平均風速 (公里/小時) - 塔門東
Mean Wind Speed (km/h) - Tap Mun East
年/Year,月/Month,日/Day,數值/Value,數據完整性/data Completeness
2023,5,27,16.8,C
2023,5,28,12.4,C
2023,5,29,6.2,C
2023,5,30,8.0,C
2023,5,31,9.5,C
2023,6,1,8.6,C
2023,6,2,7.1,C
2023,6,3,13.5,C
2023,6,4,22.9,C
2023,6,5,32.2,C
2023,6,6,20.3,C
2023,6,7,17.2,C
2023,6,8,16.7,C
2023,6,9,7.2,C
2023,6,10,7.3,C
2023,6,11,11.8,C
2023,6,12,17.4,C
2023,6,13,8.8,C
2023,6,14,8.0,C
2023,6,15,8.2,C
2023,6,16,5.8,C
2023,6,17,7.5,C
2023,6,18,9.9,C
2023,6,19,10.7,C
2023,6,20,9.6,C
2023,6,21,10.3,C
2023,6,22,10.3,C
2023,6,23,9.9,C
2023,6,24,10.8,C
2023,6,25,10.3,C
2023,6,26,15.3,C
2023,6,27,17.6,C
2023,6,28,10.1,C
2023,6,29,11.0,C
2023,6,30,8.9,C
2023,7,1,4.9,C
2023,7,2,7.4,C
2023,7,3,10.4,C
2023,7,4,7.0,C
2023,7,5,10.0,C
2023,7,6,8.8,C
2023,7,7,10.3,C
2023,7,8,8.9,C
2023,7,9,7.1,C
2023,7,10,6.3,C
2023,7,11,7.7,C
2023,7,12,10.8,C
2023,7,13,10.8,C
2023,7,14,6.1,#
2023,7,15,10.1,C
2023,7,16,23.5,C
2023,7,17,57.0,C
2023,7,18,32.4,C
2023,7,19,16.4,C
2023,7,20,12.4,C
2023,7,21,7.9,C
2023,7,22,10.4,C
2023,7,23,11.6,C
2023,7,24,10.9,C
2023,7,25,8.5,C
2023,7,26,8.9,C
2023,7,27,10.4,C
2023,7,28,7.5,C
2023,7,29,16.5,C
2023,7,30,11.0,C
2023,7,31,20.1,C
2023,8,1,7.3,C
2023,8,2,6.8,C
2023,8,3,8.0,C
2023,8,4,10.1,C
2023,8,5,9.8,C
2023,8,6,7.8,C
2023,8,7,5.5,C
2023,8,8,7.0,C
2023,8,9,6.8,C
2023,8,10,4.7,C
2023,8,11,8.0,C
2023,8,12,7.0,C
2023,8,13,5.7,C
2023,8,14,4.8,C
2023,8,15,7.0,C
2023,8,16,6.6,C
2023,8,17,5.6,C
2023,8,18,5.5,C
2023,8,19,6.8,C
2023,8,20,9.0,C
2023,8,21,8.5,C
2023,8,22,7.7,C
2023,8,23,9.8,C
2023,8,24,8.2,C
2023,8,25,7.2,C
2023,8,26,11.8,C
2023,8,27,13.5,C
2023,8,28,9.4,C
2023,8,29,8.0,C
2023,8,30,14.5,C
2023,8,31,14.3,C
2023,9,1,35.0,C
2023,9,2,54.1,C
2023,9,3,12.8,C
2023,9,4,9.3,C
2023,9,5,8.8,C
2023,9,6,6.0,C
2023,9,7,20.3,C
2023,9,8,29.1,C
2023,9,9,17.4,C
2023,9,10,25.3,C
2023,9,11,17.1,C
2023,9,12,13.0,C
2023,9,13,20.8,C
2023,9,14,11.2,C
2023,9,15,8.6,C
2023,9,16,13.9,C
2023,9,17,9.7,C
2023,9,18,9.3,C
2023,9,19,10.0,C
2023,9,20,8.3,C
2023,9,21,6.7,C
2023,9,22,10.1,C
2023,9,23,15.6,C
2023,9,24,24.2,C
2023,9,25,24.2,C
2023,9,26,25.2,C
2023,9,27,14.6,C
2023,9,28,24.0,C
2023,9,29,17.8,C
2023,9,30,7.2,C
2023,10,1,14.4,C
2023,10,2,26.8,C
2023,10,3,9.6,C
2023,10,4,8.4,C
2023,10,5,16.4,C
2023,10,6,16.9,C
2023,10,7,23.0,C
2023,10,8,28.7,C
2023,10,9,18.1,C
2023,10,10,10.6,C
2023,10,11,12.8,C
2023,10,12,9.3,C
2023,10,13,11.5,C
2023,10,14,8.8,C
2023,10,15,13.7,C
2023,10,16,19.5,C
2023,10,17,22.2,C
2023,10,18,29.7,C
2023,10,19,28.3,C
2023,10,20,12.0,C
2023,10,21,15.0,C
2023,10,22,11.3,C
2023,10,23,12.1,C
2023,10,24,10.8,C
2023,10,25,11.3,C
2023,10,26,12.9,C
2023,10,27,14.9,C
2023,10,28,22.3,C
2023,10,29,20.9,C
2023,10,30,12.0,C
2023,10,31,18.1,C
2023,11,1,15.3,C
2023,11,2,13.3,C
2023,11,3,11.9,C
2023,11,4,10.2,C
2023,11,5,9.0,C
2023,11,6,10.2,C
2023,11,7,18.2,C
2023,11,8,28.6,C
2023,11,9,21.0,C
2023,11,10,14.9,C
2023,11,11,34.0,C
2023,11,12,13.6,C
2023,11,13,16.7,C
2023,11,14,12.8,C
2023,11,15,15.1,C
2023,11,16,17.6,C
2023,11,17,19.7,C
2023,11,18,14.0,C
2023,11,19,9.6,C
2023,11,20,8.9,C
2023,11,21,10.0,C
2023,11,22,8.0,C
2023,11,23,6.7,C
2023,11,24,27.8,C
2023,11,25,23.0,C
2023,11,26,11.3,C
2023,11,27,6.8,C
2023,11,28,17.0,C
2023,11,29,12.7,C
2023,11,30,15.3,C
2023,12,1,16.5,C
2023,12,2,13.5,C
2023,12,3,13.5,C
2023,12,4,8.8,C
2023,12,5,8.5,C
2023,12,6,10.7,C
2023,12,7,10.5,C
2023,12,8,11.4,C
2023,12,9,9.2,C
2023,12,10,11.9,C
2023,12,11,5.5,C
2023,12,12,14.8,C
2023,12,13,25.3,C
2023,12,14,10.4,C
2023,12,15,9.9,C
2023,12,16,20.0,C
2023,12,17,20.8,C
2023,12,18,9.5,C
2023,12,19,13.5,C
2023,12,20,18.6,C
2023,12,21,23.7,C
2023,12,22,17.8,C
2023,12,23,16.5,C
2023,12,24,16.4,C
2023,12,25,10.9,C
2023,12,26,9.2,C
2023,12,27,5.0,C
2023,12,28,7.3,C
2023,12,29,12.5,C
2023,12,30,5.2,C
2023,12,31,10.3,C
2024,1,1,26.4,C
2024,1,2,18.3,C
2024,1,3,15.5,C
2024,1,4,8.8,C
2024,1,5,9.1,C
2024,1,6,6.8,C
2024,1,7,17.4,C
2024,1,8,19.8,C
2024,1,9,7.9,C
2024,1,10,11.6,C
2024,1,11,13.3,C
2024,1,12,10.1,C
2024,1,13,13.8,C
2024,1,14,9.2,C
2024,1,15,18.7,C
2024,1,16,28.3,C
2024,1,17,8.9,C
2024,1,18,6.7,C
2024,1,19,11.5,C
2024,1,20,8.9,C
2024,1,21,14.0,C
2024,1,22,19.1,C
2024,1,23,21.6,C
2024,1,24,16.8,C
2024,1,25,11.2,C
2024,1,26,9.8,C
2024,1,27,11.0,C
2024,1,28,10.1,C
2024,1,29,4.3,C
2024,1,30,5.7,C
2024,1,31,6.3,C
2024,2,1,7.2,C
2024,2,2,12.3,C
2024,2,3,15.9,C
2024,2,4,8.5,C
2024,2,5,8.3,C
2024,2,6,24.1,C
2024,2,7,12.8,C
2024,2,8,13.4,C
2024,2,9,14.2,C
2024,2,10,11.6,C
2024,2,11,14.0,C
2024,2,12,19.5,C
2024,2,13,8.4,C
2024,2,14,8.2,C
2024,2,15,6.3,C
2024,2,16,21.2,C
2024,2,17,17.1,C
2024,2,18,9.6,C
2024,2,19,11.2,C
2024,2,20,13.3,C
2024,2,21,13.3,C
2024,2,22,10.1,C
2024,2,23,7.0,C
2024,2,24,11.6,C
2024,2,25,10.8,C
2024,2,26,9.1,C
2024,2,27,11.8,C
2024,2,28,23.0,C
2024,2,29,10.2,C
2024,3,1,17.5,C
2024,3,2,12.1,C
2024,3,3,18.3,C
2024,3,4,24.4,C
2024,3,5,15.7,C
2024,3,6,8.0,C
2024,3,7,11.8,C
2024,3,8,17.6,C
2024,3,9,23.0,C
2024,3,10,20.1,C
2024,3,11,14.6,C
2024,3,12,13.5,C
2024,3,13,25.1,C
2024,3,14,17.2,C
2024,3,15,14.4,C
2024,3,16,7.3,C
2024,3,17,5.9,C
2024,3,18,16.6,C
2024,3,19,10.6,C
2024,3,20,18.2,C
2024,3,21,22.6,C
2024,3,22,11.7,C
2024,3,23,13.5,C
2024,3,24,12.8,C
2024,3,25,7.9,C
2024,3,26,12.2,C
2024,3,27,24.6,C
2024,3,28,6.3,C
2024,3,29,6.6,C
2024,3,30,10.6,C
2024,3,31,11.8,C
2024,4,1,13.1,C
2024,4,2,15.7,C
2024,4,3,12.7,C
2024,4,4,14.5,C
2024,4,5,32.8,C
2024,4,6,28.3,C
2024,4,7,13.2,C
2024,4,8,9.9,C
2024,4,9,15.1,C
2024,4,10,20.6,C
2024,4,11,15.8,C
2024,4,12,8.2,C
2024,4,13,10.4,C
2024,4,14,11.7,C
2024,4,15,7.1,C
2024,4,16,8.2,C
2024,4,17,10.6,C
2024,4,18,7.0,C
2024,4,19,30.3,C
2024,4,20,19.0,C
2024,4,21,12.6,C
2024,4,22,4.5,C
2024,4,23,7.0,C
2024,4,24,8.6,C
2024,4,25,16.8,C
2024,4,26,10.3,C
2024,4,27,13.8,C
2024,4,28,24.6,C
2024,4,29,13.8,C
2024,4,30,13.4,C
2024,5,1,7.6,C
2024,5,2,17.1,C
2024,5,3,31.1,C
2024,5,4,27.8,C
2024,5,5,9.4,C
2024,5,6,6.9,C
2024,5,7,15.3,C
2024,5,8,12.1,C
2024,5,9,31.5,C
2024,5,10,28.3,C
2024,5,11,14.3,C
2024,5,12,6.8,C
2024,5,13,20.8,C
2024,5,14,24.3,C
2024,5,15,14.4,C
2024,5,16,26.0,C
2024,5,17,13.9,C
2024,5,18,15.3,C
2024,5,19,27.7,C
2024,5,20,23.0,C
2024,5,21,19.0,C
2024,5,22,9.3,C
2024,5,23,11.3,C
2024,5,24,9.8,C
2024,5,25,13.5,C
2024,5,26,10.5,C
2024,5,27,9.1,C
2024,5,28,16.3,C
2024,5,29,33.7,C
2024,5,30,14.7,C
2024,5,31,30.8,C
2024,6,1,22.3,C
2024,6,2,7.6,C
2024,6,3,29.7,C
2024,6,4,32.7,C
2024,6,5,13.3,C
2024,6,6,8.6,C
2024,6,7,25.8,C
2024,6,8,12.0,C
2024,6,9,7.4,C
2024,6,10,9.9,C
2024,6,11,6.1,C
2024,6,12,6.4,C
2024,6,13,7.3,C
2024,6,14,6.8,C
2024,6,15,10.3,C
2024,6,16,8.2,C
2024,6,17,12.3,C
2024,6,18,10.7,C
2024,6,19,11.2,C
2024,6,20,12.9,C
2024,6,21,11.7,C
2024,6,22,14.6,C
2024,6,23,13.3,C
2024,6,24,16.7,C
2024,6,25,14.6,C
2024,6,26,11.1,C
2024,6,27,18.1,C
2024,6,28,14.0,C
2024,6,29,8.9,C
2024,6,30,13.4,C
2024,7,1,13.3,C
2024,7,2,14.9,C
2024,7,3,16.4,C
2024,7,4,11.6,C
2024,7,5,13.3,C
2024,7,6,12.6,C
2024,7,7,14.9,C
2024,7,8,9.3,C
2024,7,9,11.2,C
2024,7,10,10.6,C
2024,7,11,8.8,C
2024,7,12,9.6,C
2024,7,13,12.3,C
2024,7,14,21.3,C
2024,7,15,23.9,C
2024,7,16,19.5,C
2024,7,17,15.7,C
2024,7,18,20.5,C
2024,7,19,17.4,C
2024,7,20,29.7,C
2024,7,21,27.6,C
2024,7,22,22.0,C
2024,7,23,8.8,C
2024,7,24,11.3,C
2024,7,25,17.7,C
2024,7,26,11.7,C
2024,7,27,8.7,C
2024,7,28,20.1,C
2024,7,29,17.8,C
2024,7,30,18.5,C
2024,7,31,7.9,C
2024,8,1,9.5,C
2024,8,2,8.9,C
2024,8,3,8.9,C
2024,8,4,7.0,C
2024,8,5,8.1,C
2024,8,6,7.6,C
2024,8,7,6.5,C
2024,8,8,8.6,C
2024,8,9,9.3,C
2024,8,10,4.9,C
2024,8,11,5.7,C
2024,8,12,5.2,C
2024,8,13,5.2,C
2024,8,14,3.8,C
2024,8,15,6.3,C
2024,8,16,8.1,C
2024,8,17,9.0,C
2024,8,18,5.5,C
2024,8,19,6.5,C
2024,8,20,7.8,C
2024,8,21,4.8,C
2024,8,22,7.2,C
2024,8,23,4.1,C
2024,8,24,5.0,C
2024,8,25,6.1,C
2024,8,26,5.8,C
2024,8,27,6.6,C
2024,8,28,6.6,C
2024,8,29,10.2,C
2024,8,30,16.0,C
2024,8,31,15.3,C
2024,9,1,8.1,C
2024,9,2,7.9,C
2024,9,3,7.0,C
2024,9,4,12.3,C
2024,9,5,24.8,C
2024,9,6,52.9,C
2024,9,7,35.2,C
2024,9,8,18.4,C
2024,9,9,9.5,C
2024,9,10,9.5,C
2024,9,11,8.1,C
2024,9,12,9.3,C
2024,9,13,7.1,C
2024,9,14,6.5,C
2024,9,15,8.2,C
2024,9,16,10.3,C
2024,9,17,10.2,C
2024,9,18,17.7,C
2024,9,19,21.8,C
2024,9,20,9.0,C
2024,9,21,14.5,C
2024,9,22,14.4,C
2024,9,23,9.4,C
2024,9,24,5.8,C
2024,9,25,6.1,C
2024,9,26,7.0,C
2024,9,27,8.2,C
2024,9,28,14.6,C
2024,9,29,7.8,C
2024,9,30,10.5,C
2024,10,1,16.2,C
2024,10,2,20.5,C
2024,10,3,18.6,C
2024,10,4,12.4,C
2024,10,5,10.4,C
2024,10,6,7.4,C
2024,10,7,7.6,C
2024,10,8,12.5,C
2024,10,9,7.8,C
2024,10,10,14.0,C
2024,10,11,13.5,C
2024,10,12,22.2,C
2024,10,13,18.4,C
2024,10,14,19.0,C
2024,10,15,16.2,C
2024,10,16,25.0,C
2024,10,17,26.6,C
2024,10,18,17.6,C
2024,10,19,12.5,C
2024,10,20,34.5,C
2024,10,21,15.9,C
2024,10,22,13.5,C
2024,10,23,23.4,C
2024,10,24,18.8,C
2024,10,25,22.0,C
2024,10,26,14.8,C
2024,10,27,8.8,C
2024,10,28,13.7,C
2024,10,29,9.0,C
2024,10,30,11.8,C
2024,10,31,16.5,C
2024,11,1,15.9,C
2024,11,2,13.9,C
2024,11,3,11.9,C
2024,11,4,13.9,C
2024,11,5,12.7,C
2024,11,6,15.6,C
2024,11,7,12.6,C
2024,11,8,10.8,C
2024,11,9,13.4,C
2024,11,10,10.4,C
2024,11,11,15.0,C
2024,11,12,7.8,C
2024,11,13,12.3,C
2024,11,14,41.7,C
2024,11,15,9.8,C
2024,11,16,8.2,C
2024,11,17,10.5,C
2024,11,18,12.6,C
2024,11,19,14.3,C
2024,11,20,13.5,C
2024,11,21,15.4,C
2024,11,22,14.5,C
2024,11,23,11.8,C
2024,11,24,9.6,C
2024,11,25,11.6,C
2024,11,26,16.3,C
2024,11,27,15.3,C
2024,11,28,15.6,C
2024,11,29,11.2,C
2024,11,30,8.3,C
2024,12,1,8.9,C
2024,12,2,8.9,C
2024,12,3,9.5,C
2024,12,4,22.3,C
2024,12,5,14.4,C
2024,12,6,10.6,C
2024,12,7,14.5,C
2024,12,8,14.4,C
2024,12,9,8.9,C
2024,12,10,14.2,C
2024,12,11,8.6,C
2024,12,12,13.2,C
2024,12,13,19.3,C
2024,12,14,19.9,C
2024,12,15,15.7,C
2024,12,16,9.7,C
2024,12,17,6.7,C
2024,12,18,12.0,C
2024,12,19,14.9,C
2024,12,20,10.8,C
2024,12,21,14.0,C
2024,12,22,13.3,C
2024,12,23,10.7,C
2024,12,24,12.2,C
2024,12,25,11.6,C
2024,12,26,9.3,C
2024,12,27,10.9,C
2024,12,28,17.8,C
2024,12,29,9.8,C
2024,12,30,6.8,C
2024,12,31,13.3,C
2025,1,1,17.8,C
2025,1,2,5.5,C
2025,1,3,12.1,C
2025,1,4,13.4,C
2025,1,5,6.7,C
2025,1,6,11.1,C
2025,1,7,17.4,C
2025,1,8,11.4,C
2025,1,9,10.1,C
2025,1,10,15.5,C
2025,1,11,14.5,C
2025,1,12,11.3,C
2025,1,13,14.0,C
2025,1,14,8.2,C
2025,1,15,9.2,C
2025,1,16,12.3,C
2025,1,17,14.5,C
2025,1,18,9.8,C
2025,1,19,7.3,C
2025,1,20,7.6,C
2025,1,21,20.5,C
2025,1,22,5.1,C
2025,1,23,8.9,C
2025,1,24,26.0,C
2025,1,25,29.3,C
2025,1,26,21.8,C
2025,1,27,17.3,C
2025,1,28,9.7,C
2025,1,29,15.2,C
2025,1,30,18.6,C
2025,1,31,10.0,C
2025,2,1,3.3,C
2025,2,2,15.5,C
2025,2,3,15.1,C
2025,2,4,11.1,C
2025,2,5,11.0,C
2025,2,6,6.5,C
2025,2,7,17.1,C
2025,2,8,15.7,C
2025,2,9,17.8,C
2025,2,10,16.5,C
2025,2,11,9.8,C
2025,2,12,4.0,C
2025,2,13,13.9,C
2025,2,14,11.8,C
2025,2,15,5.9,C
2025,2,16,8.3,C
2025,2,17,19.5,C
2025,2,18,18.3,C
2025,2,19,20.7,C
2025,2,20,24.1,C
2025,2,21,17.0,C
2025,2,22,19.6,C
2025,2,23,13.8,C
2025,2,24,20.0,C
2025,2,25,11.7,C
2025,2,26,12.0,C
2025,2,27,13.4,C
2025,2,28,9.2,C
2025,3,1,9.1,C
2025,3,2,9.9,C
2025,3,3,5.4,C
2025,3,4,6.1,C
2025,3,5,10.3,C
2025,3,6,16.9,C
2025,3,7,12.4,C
2025,3,8,9.0,C
2025,3,9,19.0,C
2025,3,10,9.8,C
2025,3,11,5.5,C
2025,3,12,2.6,#
2025,3,13,***,
2025,3,14,***,
2025,3,15,***,
2025,3,16,***,
2025,3,17,8.4,#
2025,3,18,10.5,C
2025,3,19,10.5,C
2025,3,20,10.6,C
2025,3,21,9.7,C
2025,3,22,9.6,C
2025,3,23,10.6,C
2025,3,24,7.5,C
2025,3,25,7.5,C
2025,3,26,11.3,C
2025,3,27,11.7,C
2025,3,28,10.5,C
2025,3,29,17.5,C
2025,3,30,15.1,C
2025,3,31,13.0,C
2025,4,1,11.4,C
2025,4,2,10.5,C
2025,4,3,8.6,C
2025,4,4,17.8,C
2025,4,5,6.0,C
2025,4,6,4.7,C
2025,4,7,11.4,C
2025,4,8,8.8,C
2025,4,9,7.4,C
2025,4,10,6.7,C
2025,4,11,10.1,C
2025,4,12,13.0,C
2025,4,13,11.0,C
2025,4,14,5.6,C
2025,4,15,13.0,C
2025,4,16,10.1,C
2025,4,17,10.8,C
2025,4,18,6.7,C
2025,4,19,9.6,C
2025,4,20,7.3,C
2025,4,21,7.5,C
2025,4,22,7.5,C
2025,4,23,5.3,C
2025,4,24,9.0,C
2025,4,25,10.6,C
2025,4,26,25.5,C
2025,4,27,18.0,C
2025,4,28,4.1,C
2025,4,29,18.8,C
2025,4,30,13.0,C
2025,5,1,4.8,C
2025,5,2,11.1,C
2025,5,3,9.0,C
2025,5,4,15.3,C
2025,5,5,19.3,C
2025,5,6,4.0,C
2025,5,7,12.4,C
2025,5,8,24.1,C
2025,5,9,9.4,C
2025,5,10,7.8,C
2025,5,11,11.5,C
2025,5,12,15.0,C
2025,5,13,17.0,C
2025,5,14,14.0,C
2025,5,15,13.1,C
2025,5,16,15.3,C
2025,5,17,10.1,C
2025,5,18,7.5,C
2025,5,19,5.4,C
2025,5,20,10.4,C
2025,5,21,8.4,C
2025,5,22,6.7,C
2025,5,23,7.9,C
2025,5,24,11.0,C
2025,5,25,12.2,C
2025,5,26,11.9,C
2025,5,27,19.8,C
2025,5,28,18.4,C
2025,5,29,12.9,C
2025,5,30,24.4,C
2025,5,31,20.4,C

*** 沒有數據/unavailable
# 數據不完整/data incomplete
C 數據完整/data Complete
