Remarks:
1. All Pollutant unit in μg/m3 except CO which is in 10μg/m3
2. N.A. = data not available
3. CO = Carbon Monoxide
4. FSP = Fine Suspended Particulates 
5. NO2 = Nitrogen Dioxide
6. NOX = Nitrogen Oxides
7. O3 = Ozone
8. RSP = Respirable Suspended Particulates
9. SO2 = Sulphur Dioxide



DATE,POLLUTANT,SHATIN,TSUEN WAN,CENTRAL,EASTERN,KWUN TONG,TUEN MUN,TUNG CHUNG,SHAM SHUI PO,SOUTHERN,YUEN LONG,CENTRAL/WESTERN,NORTH,KWAI CHUNG,TAP MUN,TSEUNG KWAN O,TAI PO,MONG KOK,CAUSEWAY BAY
19-02-2013,Nitrogen Oxides,106,210,464,N.A.,120,N.A.,137,233,N.A.,131,210,N.A.,285,13,N.A.,N.A.,377,505
19-02-2013,Ozone,30,6,7,24,27,N.A.,11,10,N.A.,22,15,N.A.,7,56,N.A.,30,3,6
19-02-2013,Respirable Suspended Particulates,27,36,46,24,24,N.A.,39,37,N.A.,41,51,N.A.,45,18,N.A.,22,41,60
19-02-2013,Sulphur Dioxide,9,26,16,4,9,N.A.,20,25,N.A.,14,16,N.A.,32,9,N.A.,4,16,19
20-02-2013,Carbon Monoxide,N.A.,89,73,N.A.,N.A.,N.A.,99,N.A.,N.A.,87,N.A.,N.A.,N.A.,97,N.A.,N.A.,111,123
20-02-2013,Fine Suspended Particulates ,22,25,21,20,20,N.A.,30,22,N.A.,24,32,N.A.,30,19,N.A.,23,29,35
20-02-2013,Nitrogen Dioxide,33,60,107,51,44,N.A.,51,63,N.A.,48,53,N.A.,63,9,N.A.,31,102,107
20-02-2013,Nitrogen Oxides,46,97,280,N.A.,73,N.A.,67,110,N.A.,71,76,N.A.,132,11,N.A.,N.A.,273,273
20-02-2013,Ozone,47,22,17,35,43,N.A.,32,21,N.A.,34,31,N.A.,22,69,N.A.,48,9,13
20-02-2013,Respirable Suspended Particulates,39,44,52,41,41,N.A.,52,41,N.A.,44,52,N.A.,51,38,N.A.,38,46,56
20-02-2013,Sulphur Dioxide,8,12,8,3,8,N.A.,12,10,N.A.,9,5,N.A.,18,10,N.A.,3,7,8
21-02-2013,Carbon Monoxide,N.A.,82,59,N.A.,N.A.,N.A.,86,N.A.,N.A.,81,N.A.,N.A.,N.A.,88,N.A.,N.A.,104,103
21-02-2013,Fine Suspended Particulates ,32,34,35,30,28,N.A.,33,31,N.A.,37,41,N.A.,38,28,N.A.,29,37,47
21-02-2013,Nitrogen Dioxide,46,73,125,60,51,N.A.,66,78,N.A.,65,64,N.A.,76,10,N.A.,35,122,134
21-02-2013,Nitrogen Oxides,64,113,309,N.A.,70,N.A.,90,126,N.A.,114,85,N.A.,134,11,N.A.,N.A.,303,318
21-02-2013,Ozone,50,27,21,44,54,N.A.,34,31,N.A.,37,41,N.A.,30,80,N.A.,55,11,16
21-02-2013,Respirable Suspended Particulates,55,54,67,53,52,N.A.,61,53,N.A.,65,64,N.A.,60,49,N.A.,47,57,74
21-02-2013,Sulphur Dioxide,14,12,11,5,9,N.A.,13,10,N.A.,11,6,N.A.,17,11,N.A.,4,8,9
22-02-2013,Carbon Monoxide,N.A.,88,76,N.A.,N.A.,N.A.,106,N.A.,N.A.,85,N.A.,N.A.,N.A.,87,N.A.,N.A.,110,110
22-02-2013,Fine Suspended Particulates ,35,35,41,32,30,N.A.,49,30,N.A.,34,51,N.A.,41,23,N.A.,32,43,53
22-02-2013,Nitrogen Dioxide,44,73,159,76,74,N.A.,83,74,N.A.,61,83,N.A.,79,10,N.A.,48,125,147
22-02-2013,Nitrogen Oxides,51,114,414,N.A.,119,N.A.,133,110,N.A.,104,129,N.A.,138,11,N.A.,N.A.,292,362
22-02-2013,Ozone,58,32,13,39,43,N.A.,22,37,N.A.,40,32,N.A.,33,73,N.A.,46,9,13
22-02-2013,Respirable Suspended Particulates,49,52,67,48,48,N.A.,74,45,N.A.,56,70,N.A.,58,36,N.A.,45,57,72
22-02-2013,Sulphur Dioxide,10,11,16,6,12,N.A.,21,12,N.A.,10,13,N.A.,11,10,N.A.,4,11,12
23-02-2013,Carbon Monoxide,N.A.,85,58,N.A.,N.A.,N.A.,88,N.A.,N.A.,73,N.A.,N.A.,N.A.,92,N.A.,N.A.,106,104
23-02-2013,Fine Suspended Particulates ,25,28,30,26,27,N.A.,30,28,N.A.,29,37,N.A.,29,28,N.A.,26,30,N.A.
23-02-2013,Nitrogen Dioxide,34,64,110,54,43,N.A.,52,66,N.A.,49,54,N.A.,68,10,N.A.,37,113,118
23-02-2013,Nitrogen Oxides,43,86,237,N.A.,61,N.A.,65,97,N.A.,68,69,N.A.,116,11,N.A.,N.A.,263,256
23-02-2013,Ozone,61,38,22,45,57,N.A.,48,38,N.A.,51,48,N.A.,36,80,N.A.,57,12,17
23-02-2013,Respirable Suspended Particulates,36,41,49,41,42,N.A.,45,41,N.A.,43,52,N.A.,42,41,N.A.,35,42,56
23-02-2013,Sulphur Dioxide,10,10,11,5,9,N.A.,13,9,N.A.,11,6,N.A.,12,12,N.A.,5,8,9
24-02-2013,Carbon Monoxide,N.A.,77,37,N.A.,N.A.,N.A.,75,N.A.,N.A.,63,N.A.,N.A.,N.A.,89,N.A.,N.A.,110,80
24-02-2013,Fine Suspended Particulates ,35,37,38,38,37,N.A.,28,36,N.A.,35,42,N.A.,34,39,N.A.,34,36,N.A.
24-02-2013,Nitrogen Dioxide,35,66,102,60,43,N.A.,48,81,N.A.,43,54,N.A.,60,9,N.A.,39,132,107
24-02-2013,Nitrogen Oxides,38,91,176,N.A.,53,N.A.,61,112,N.A.,54,62,N.A.,83,10,N.A.,N.A.,292,199
24-02-2013,Ozone,80,48,41,58,77,N.A.,63,44,N.A.,66,65,N.A.,59,103,N.A.,70,17,35
24-02-2013,Respirable Suspended Particulates,54,52,61,61,61,N.A.,51,57,N.A.,55,61,N.A.,51,69,N.A.,51,54,70
24-02-2013,Sulphur Dioxide,10,10,10,6,10,N.A.,14,9,N.A.,9,5,N.A.,7,12,N.A.,6,8,10
25-02-2013,Carbon Monoxide,N.A.,71,66,N.A.,N.A.,N.A.,64,N.A.,N.A.,69,N.A.,N.A.,N.A.,92,N.A.,N.A.,109,76
25-02-2013,Fine Suspended Particulates ,33,35,43,43,41,N.A.,25,39,N.A.,32,48,N.A.,32,46,N.A.,34,39,N.A.
25-02-2013,Nitrogen Dioxide,33,63,131,80,52,N.A.,30,94,N.A.,59,70,N.A.,67,8,N.A.,42,141,112
25-02-2013,Nitrogen Oxides,37,83,261,N.A.,65,N.A.,35,142,N.A.,80,87,N.A.,102,9,N.A.,N.A.,328,197
25-02-2013,Ozone,88,56,32,52,79,N.A.,82,42,N.A.,53,60,N.A.,58,110,N.A.,73,19,37
25-02-2013,Respirable Suspended Particulates,49,47,65,64,62,N.A.,42,58,N.A.,51,66,N.A.,46,73,N.A.,48,55,74
25-02-2013,Sulphur Dioxide,10,7,10,6,11,N.A.,12,9,N.A.,9,6,N.A.,6,13,N.A.,5,9,10
26-02-2013,Carbon Monoxide,N.A.,78,82,N.A.,N.A.,N.A.,72,N.A.,N.A.,83,N.A.,N.A.,N.A.,98,N.A.,N.A.,115,93
26-02-2013,Fine Suspended Particulates ,33,38,44,38,36,N.A.,25,38,N.A.,35,46,N.A.,32,35,N.A.,29,37,57
26-02-2013,Nitrogen Dioxide,42,76,125,83,59,N.A.,59,92,N.A.,71,78,N.A.,66,8,N.A.,44,128,112
26-02-2013,Nitrogen Oxides,54,142,296,N.A.,84,N.A.,106,155,N.A.,135,111,N.A.,104,8,N.A.,N.A.,313,237
26-02-2013,Ozone,53,21,17,33,53,N.A.,32,25,N.A.,23,32,N.A.,30,82,N.A.,55,8,15
26-02-2013,Respirable Suspended Particulates,53,52,73,63,64,N.A.,46,64,N.A.,53,72,N.A.,51,57,N.A.,47,57,88
26-02-2013,Sulphur Dioxide,7,11,8,4,8,N.A.,13,7,N.A.,11,5,N.A.,4,9,N.A.,3,7,8
27-02-2013,Carbon Monoxide,N.A.,82,113,N.A.,N.A.,N.A.,77,N.A.,N.A.,76,N.A.,N.A.,N.A.,96,N.A.,N.A.,107,133
27-02-2013,Fine Suspended Particulates ,37,48,58,36,40,N.A.,28,44,N.A.,34,55,N.A.,47,29,N.A.,32,44,68
27-02-2013,Nitrogen Dioxide,63,86,168,82,89,N.A.,76,81,N.A.,65,86,N.A.,81,16,N.A.,62,120,157
27-02-2013,Nitrogen Oxides,166,294,743,N.A.,271,N.A.,202,241,N.A.,151,282,N.A.,300,18,N.A.,N.A.,435,669
27-02-2013,Ozone,16,7,7,19,17,N.A.,7,10,N.A.,10,9,N.A.,8,60,N.A.,23,3,4
27-02-2013,Respirable Suspended Particulates,58,61,98,59,64,N.A.,48,62,N.A.,54,77,N.A.,65,45,N.A.,58,65,94
27-02-2013,Sulphur Dioxide,33,51,33,16,21,N.A.,19,40,N.A.,14,22,N.A.,76,11,N.A.,5,27,39
28-02-2013,Carbon Monoxide,N.A.,71,76,N.A.,N.A.,N.A.,64,N.A.,N.A.,61,N.A.,N.A.,N.A.,90,N.A.,N.A.,100,73
28-02-2013,Fine Suspended Particulates ,14,19,24,19,18,N.A.,18,21,N.A.,17,32,N.A.,18,15,N.A.,15,30,35
28-02-2013,Nitrogen Dioxide,19,53,99,63,40,N.A.,42,73,N.A.,45,65,N.A.,65,7,N.A.,40,112,95
28-02-2013,Nitrogen Oxides,21,86,229,N.A.,51,N.A.,63,117,N.A.,77,89,N.A.,127,7,N.A.,N.A.,283,202
28-02-2013,Ozone,67,35,17,28,52,N.A.,38,24,N.A.,34,26,N.A.,28,83,N.A.,42,8,17
28-02-2013,Respirable Suspended Particulates,22,24,40,33,31,N.A.,28,30,N.A.,25,46,N.A.,28,23,N.A.,25,42,47
28-02-2013,Sulphur Dioxide,5,9,9,2,7,N.A.,11,6,N.A.,8,4,N.A.,6,8,N.A.,3,5,6
01-03-2013,Carbon Monoxide,N.A.,90,80,N.A.,N.A.,N.A.,59,N.A.,N.A.,67,N.A.,N.A.,N.A.,91,N.A.,N.A.,113,129
01-03-2013,Fine Suspended Particulates ,22,27,39,32,29,N.A.,13,33,N.A.,21,42,N.A.,21,28,N.A.,23,40,53
01-03-2013,Nitrogen Dioxide,45,71,94,75,56,N.A.,28,83,N.A.,56,71,N.A.,61,8,N.A.,44,110,134
01-03-2013,Nitrogen Oxides,75,182,248,N.A.,89,N.A.,40,189,N.A.,107,133,N.A.,115,9,N.A.,N.A.,310,442
01-03-2013,Ozone,38,22,17,18,33,N.A.,44,19,N.A.,21,20,N.A.,24,67,N.A.,36,9,11
01-03-2013,Respirable Suspended Particulates,32,36,58,53,45,N.A.,22,49,N.A.,31,58,N.A.,32,51,N.A.,37,57,74
01-03-2013,Sulphur Dioxide,6,12,7,2,9,N.A.,9,6,N.A.,9,3,N.A.,3,8,N.A.,2,6,7
02-03-2013,Carbon Monoxide,N.A.,108,95,N.A.,N.A.,N.A.,94,N.A.,N.A.,97,N.A.,N.A.,N.A.,122,N.A.,N.A.,122,144
02-03-2013,Fine Suspended Particulates ,18,18,21,15,17,N.A.,13,17,N.A.,17,27,N.A.,16,18,N.A.,19,27,27
02-03-2013,Nitrogen Dioxide,43,59,98,54,48,N.A.,45,65,N.A.,47,58,N.A.,57,12,N.A.,45,91,115
02-03-2013,Nitrogen Oxides,60,138,292,N.A.,77,N.A.,70,117,N.A.,84,85,N.A.,121,13,N.A.,N.A.,261,353
02-03-2013,Ozone,19,11,8,19,25,N.A.,19,12,N.A.,13,12,N.A.,13,42,N.A.,17,4,7
02-03-2013,Respirable Suspended Particulates,27,25,32,26,26,N.A.,23,26,N.A.,28,37,N.A.,26,32,N.A.,31,38,39
02-03-2013,Sulphur Dioxide,7,15,6,2,10,N.A.,8,5,N.A.,6,3,N.A.,4,8,N.A.,2,5,6
03-03-2013,Carbon Monoxide,N.A.,100,108,N.A.,N.A.,N.A.,110,N.A.,N.A.,98,N.A.,N.A.,N.A.,115,N.A.,N.A.,119,177
03-03-2013,Fine Suspended Particulates ,30,27,30,23,24,N.A.,31,24,N.A.,29,38,N.A.,31,29,N.A.,35,32,36
03-03-2013,Nitrogen Dioxide,34,44,122,48,48,N.A.,43,47,N.A.,39,52,N.A.,53,12,N.A.,40,85,148
03-03-2013,Nitrogen Oxides,43,66,370,N.A.,83,N.A.,55,71,N.A.,56,81,N.A.,100,13,N.A.,N.A.,228,445
03-03-2013,Ozone,31,24,6,20,25,N.A.,28,24,N.A.,31,16,N.A.,22,52,N.A.,28,7,N.A.
03-03-2013,Respirable Suspended Particulates,43,39,49,35,36,N.A.,48,36,N.A.,46,52,N.A.,43,41,N.A.,49,43,53
03-03-2013,Sulphur Dioxide,11,8,12,5,13,N.A.,15,8,N.A.,9,9,N.A.,6,12,N.A.,5,8,12
04-03-2013,Carbon Monoxide,N.A.,78,86,N.A.,N.A.,N.A.,88,N.A.,N.A.,84,N.A.,N.A.,N.A.,102,N.A.,N.A.,100,116
04-03-2013,Fine Suspended Particulates ,32,33,38,30,31,N.A.,38,33,N.A.,38,42,N.A.,35,34,N.A.,35,36,43
04-03-2013,Nitrogen Dioxide,62,71,160,67,59,N.A.,70,77,N.A.,70,74,N.A.,90,12,N.A.,64,130,136
04-03-2013,Nitrogen Oxides,86,96,408,N.A.,83,N.A.,93,109,N.A.,97,101,N.A.,163,13,N.A.,N.A.,298,316
04-03-2013,Ozone,48,36,11,41,56,N.A.,39,38,N.A.,50,43,N.A.,31,98,N.A.,40,16,N.A.
04-03-2013,Respirable Suspended Particulates,49,46,65,48,51,N.A.,62,50,N.A.,62,62,N.A.,51,55,N.A.,52,53,75
04-03-2013,Sulphur Dioxide,20,18,15,9,16,N.A.,17,16,N.A.,18,17,N.A.,25,18,N.A.,9,16,17
05-03-2013,Carbon Monoxide,N.A.,69,62,N.A.,N.A.,N.A.,67,N.A.,N.A.,78,N.A.,N.A.,N.A.,92,N.A.,N.A.,101,91
05-03-2013,Fine Suspended Particulates ,36,34,36,34,33,N.A.,24,35,N.A.,33,40,N.A.,31,38,N.A.,36,36,N.A.
05-03-2013,Nitrogen Dioxide,62,75,140,77,56,N.A.,55,100,N.A.,80,70,N.A.,69,12,N.A.,71,160,132
05-03-2013,Nitrogen Oxides,78,93,249,N.A.,70,N.A.,66,137,N.A.,112,83,N.A.,89,12,N.A.,N.A.,324,226
05-03-2013,Ozone,85,72,41,73,99,N.A.,82,63,N.A.,54,88,N.A.,83,126,N.A.,66,25,45
05-03-2013,Respirable Suspended Particulates,71,65,87,85,82,N.A.,58,76,N.A.,63,81,N.A.,63,84,N.A.,69,74,101
05-03-2013,Sulphur Dioxide,17,13,12,10,14,N.A.,17,13,N.A.,14,15,N.A.,11,16,N.A.,9,13,17
06-03-2013,Carbon Monoxide,N.A.,74,77,N.A.,N.A.,N.A.,76,N.A.,N.A.,91,N.A.,N.A.,N.A.,79,N.A.,N.A.,112,97
06-03-2013,Fine Suspended Particulates ,38,43,46,45,44,N.A.,32,46,N.A.,43,47,N.A.,40,45,N.A.,39,44,67
06-03-2013,Nitrogen Dioxide,68,99,160,90,72,N.A.,80,118,N.A.,109,94,N.A.,97,11,N.A.,70,173,155
06-03-2013,Nitrogen Oxides,94,133,314,N.A.,90,N.A.,103,161,N.A.,194,122,N.A.,149,12,N.A.,N.A.,341,299
06-03-2013,Ozone,86,59,N.A.,72,94,N.A.,67,58,N.A.,45,73,N.A.,69,128,N.A.,73,23,43
06-03-2013,Respirable Suspended Particulates,80,86,102,99,99,N.A.,77,96,N.A.,85,92,N.A.,82,94,N.A.,81,87,111
06-03-2013,Sulphur Dioxide,16,18,14,11,14,N.A.,18,14,N.A.,21,14,N.A.,12,16,N.A.,10,14,17
07-03-2013,Carbon Monoxide,N.A.,78,96,N.A.,N.A.,N.A.,79,N.A.,N.A.,101,N.A.,N.A.,N.A.,81,N.A.,N.A.,128,139
07-03-2013,Fine Suspended Particulates ,42,40,53,41,45,N.A.,31,47,N.A.,42,55,N.A.,46,41,N.A.,41,46,66
07-03-2013,Nitrogen Dioxide,118,103,225,117,121,N.A.,96,142,N.A.,100,132,N.A.,147,16,N.A.,99,190,233
07-03-2013,Nitrogen Oxides,214,167,692,N.A.,254,N.A.,138,308,N.A.,197,305,N.A.,320,17,N.A.,N.A.,533,661
07-03-2013,Ozone,22,31,N.A.,47,41,N.A.,30,19,N.A.,37,36,N.A.,13,99,N.A.,37,3,15
07-03-2013,Respirable Suspended Particulates,69,65,101,77,88,N.A.,57,82,N.A.,72,96,N.A.,76,69,N.A.,68,79,106
07-03-2013,Sulphur Dioxide,20,26,29,17,20,N.A.,19,42,N.A.,17,27,N.A.,31,13,N.A.,7,41,29
08-03-2013,Carbon Monoxide,N.A.,92,131,N.A.,N.A.,N.A.,103,N.A.,N.A.,104,N.A.,N.A.,N.A.,91,N.A.,N.A.,139,162
08-03-2013,Fine Suspended Particulates ,44,51,57,45,53,N.A.,47,48,N.A.,47,63,N.A.,48,44,N.A.,59,47,65
08-03-2013,Nitrogen Dioxide,136,128,251,162,194,N.A.,132,150,N.A.,115,162,N.A.,159,47,N.A.,125,213,287
08-03-2013,Nitrogen Oxides,220,202,881,N.A.,594,N.A.,192,422,N.A.,208,374,N.A.,341,53,N.A.,N.A.,677,877
08-03-2013,Ozone,20,34,6,23,7,N.A.,41,27,N.A.,46,23,N.A.,14,59,N.A.,30,4,4
08-03-2013,Respirable Suspended Particulates,68,78,102,74,88,N.A.,79,77,N.A.,79,96,N.A.,73,67,N.A.,86,73,100
08-03-2013,Sulphur Dioxide,35,31,40,35,30,N.A.,24,54,N.A.,25,33,N.A.,46,18,N.A.,15,49,38
09-03-2013,Carbon Monoxide,N.A.,80,90,N.A.,N.A.,N.A.,80,N.A.,N.A.,100,N.A.,N.A.,N.A.,91,N.A.,N.A.,129,141
09-03-2013,Fine Suspended Particulates ,41,43,50,41,44,N.A.,36,45,N.A.,47,51,N.A.,47,43,N.A.,50,43,58
09-03-2013,Nitrogen Dioxide,116,106,185,118,123,N.A.,73,125,N.A.,97,109,N.A.,139,29,N.A.,109,201,229
09-03-2013,Nitrogen Oxides,196,158,544,N.A.,274,N.A.,89,309,N.A.,174,252,N.A.,279,33,N.A.,N.A.,554,611
09-03-2013,Ozone,35,45,20,45,38,N.A.,80,36,N.A.,59,57,N.A.,21,78,N.A.,41,5,9
09-03-2013,Respirable Suspended Particulates,63,65,82,64,71,N.A.,64,70,N.A.,73,76,N.A.,69,60,N.A.,72,65,86
09-03-2013,Sulphur Dioxide,27,27,26,16,19,N.A.,15,36,N.A.,24,32,N.A.,40,15,N.A.,16,31,19
10-03-2013,Carbon Monoxide,N.A.,69,57,N.A.,N.A.,N.A.,68,N.A.,N.A.,90,N.A.,N.A.,N.A.,77,N.A.,N.A.,106,127
10-03-2013,Fine Suspended Particulates ,27,26,33,26,28,N.A.,20,26,N.A.,28,31,N.A.,29,28,N.A.,31,31,43
10-03-2013,Nitrogen Dioxide,80,77,158,82,89,N.A.,69,84,N.A.,71,71,N.A.,93,12,N.A.,74,144,173
10-03-2013,Nitrogen Oxides,156,124,475,N.A.,192,N.A.,109,159,N.A.,161,134,N.A.,198,13,N.A.,N.A.,411,521
10-03-2013,Ozone,19,21,5,28,27,N.A.,29,24,N.A.,29,39,N.A.,11,68,N.A.,33,4,3
10-03-2013,Respirable Suspended Particulates,39,38,59,39,44,N.A.,35,40,N.A.,42,45,N.A.,42,39,N.A.,43,45,66
10-03-2013,Sulphur Dioxide,32,19,22,13,18,N.A.,15,27,N.A.,21,22,N.A.,45,11,N.A.,7,20,23
11-03-2013,Carbon Monoxide,N.A.,68,61,N.A.,N.A.,N.A.,66,N.A.,N.A.,75,N.A.,N.A.,N.A.,76,N.A.,N.A.,111,92
11-03-2013,Fine Suspended Particulates ,25,29,36,31,30,N.A.,21,31,N.A.,29,39,N.A.,31,29,N.A.,26,34,47
11-03-2013,Nitrogen Dioxide,38,62,117,76,44,N.A.,55,82,N.A.,67,73,N.A.,75,9,N.A.,46,143,117
11-03-2013,Nitrogen Oxides,68,90,271,N.A.,67,N.A.,79,133,N.A.,123,121,N.A.,133,10,N.A.,N.A.,362,267
11-03-2013,Ozone,67,38,20,38,67,N.A.,37,34,N.A.,31,41,N.A.,34,93,N.A.,54,9,25
11-03-2013,Respirable Suspended Particulates,44,46,66,58,58,N.A.,40,56,N.A.,46,64,N.A.,50,54,N.A.,45,57,77
11-03-2013,Sulphur Dioxide,11,11,12,7,11,N.A.,12,14,N.A.,14,13,N.A.,12,10,N.A.,5,14,12
12-03-2013,Carbon Monoxide,N.A.,71,72,N.A.,N.A.,N.A.,62,N.A.,N.A.,71,N.A.,N.A.,N.A.,75,N.A.,N.A.,108,86
12-03-2013,Fine Suspended Particulates ,23,29,34,29,27,N.A.,20,30,N.A.,27,37,N.A.,28,30,N.A.,28,34,47
12-03-2013,Nitrogen Dioxide,35,68,120,73,51,N.A.,46,78,N.A.,60,68,N.A.,68,8,N.A.,41,136,95
12-03-2013,Nitrogen Oxides,44,122,292,N.A.,72,N.A.,63,131,N.A.,96,103,N.A.,116,9,N.A.,N.A.,339,218
12-03-2013,Ozone,65,34,24,38,57,N.A.,46,33,N.A.,43,44,N.A.,37,95,N.A.,57,15,25
12-03-2013,Respirable Suspended Particulates,41,46,58,51,50,N.A.,38,53,N.A.,44,59,N.A.,49,51,N.A.,49,56,69
12-03-2013,Sulphur Dioxide,7,15,9,5,8,N.A.,16,3,N.A.,11,8,N.A.,3,11,N.A.,4,7,10
13-03-2013,Carbon Monoxide,N.A.,81,96,N.A.,N.A.,N.A.,71,N.A.,N.A.,87,N.A.,N.A.,N.A.,69,N.A.,N.A.,105,99
13-03-2013,Fine Suspended Particulates ,26,28,37,25,29,N.A.,21,25,N.A.,28,37,N.A.,32,22,N.A.,26,29,46
13-03-2013,Nitrogen Dioxide,78,83,150,91,94,N.A.,74,85,N.A.,72,89,N.A.,94,22,N.A.,69,130,126
13-03-2013,Nitrogen Oxides,163,190,525,N.A.,208,N.A.,133,178,N.A.,145,189,N.A.,254,25,N.A.,N.A.,411,422
13-03-2013,Ozone,10,7,6,12,10,N.A.,15,8,N.A.,21,11,N.A.,4,46,N.A.,22,3,3
13-03-2013,Respirable Suspended Particulates,38,40,57,40,46,N.A.,36,41,N.A.,43,53,N.A.,46,32,N.A.,43,43,65
13-03-2013,Sulphur Dioxide,23,27,22,19,14,N.A.,13,16,N.A.,15,17,N.A.,46,13,N.A.,6,17,23
14-03-2013,Carbon Monoxide,N.A.,104,103,N.A.,N.A.,N.A.,95,N.A.,N.A.,109,N.A.,N.A.,N.A.,101,N.A.,N.A.,137,97
14-03-2013,Fine Suspended Particulates ,36,36,39,31,31,N.A.,29,39,N.A.,39,45,N.A.,44,34,N.A.,37,44,47
14-03-2013,Nitrogen Dioxide,39,65,108,66,54,N.A.,45,86,N.A.,55,60,N.A.,71,21,N.A.,50,134,94
14-03-2013,Nitrogen Oxides,69,103,322,N.A.,113,N.A.,70,216,N.A.,102,87,N.A.,139,26,N.A.,N.A.,414,238
14-03-2013,Ozone,52,27,21,33,48,N.A.,43,24,N.A.,30,41,N.A.,29,68,N.A.,36,6,13
14-03-2013,Respirable Suspended Particulates,58,57,64,52,51,N.A.,55,64,N.A.,60,66,N.A.,64,58,N.A.,62,68,71
14-03-2013,Sulphur Dioxide,10,11,15,10,14,N.A.,12,18,N.A.,10,14,N.A.,10,12,N.A.,5,22,15
15-03-2013,Carbon Monoxide,N.A.,99,93,N.A.,N.A.,N.A.,96,N.A.,N.A.,110,N.A.,N.A.,N.A.,94,N.A.,N.A.,131,91
15-03-2013,Fine Suspended Particulates ,47,44,46,40,41,N.A.,35,42,N.A.,48,58,N.A.,50,42,N.A.,49,50,55
15-03-2013,Nitrogen Dioxide,25,66,124,62,46,N.A.,49,86,N.A.,72,63,N.A.,68,11,N.A.,38,152,105
15-03-2013,Nitrogen Oxides,27,82,231,N.A.,55,N.A.,59,116,N.A.,104,75,N.A.,89,12,N.A.,N.A.,317,159
15-03-2013,Ozone,103,61,37,62,85,N.A.,72,53,N.A.,53,74,N.A.,57,114,N.A.,78,19,26
15-03-2013,Respirable Suspended Particulates,74,69,80,70,71,N.A.,63,74,N.A.,76,85,N.A.,75,75,N.A.,80,78,89
15-03-2013,Sulphur Dioxide,12,12,10,7,10,N.A.,12,6,N.A.,14,10,N.A.,7,14,N.A.,7,9,12
16-03-2013,Carbon Monoxide,N.A.,87,79,N.A.,N.A.,N.A.,79,N.A.,N.A.,97,N.A.,N.A.,N.A.,83,N.A.,N.A.,118,76
16-03-2013,Fine Suspended Particulates ,39,37,40,37,39,N.A.,30,40,N.A.,38,52,N.A.,42,39,N.A.,42,46,53
16-03-2013,Nitrogen Dioxide,36,67,131,74,54,N.A.,58,97,N.A.,64,75,N.A.,71,10,N.A.,49,157,107
16-03-2013,Nitrogen Oxides,39,82,251,N.A.,62,N.A.,78,133,N.A.,89,89,N.A.,90,11,N.A.,N.A.,334,156
16-03-2013,Ozone,97,62,31,56,82,N.A.,60,48,N.A.,56,63,N.A.,57,111,N.A.,72,20,26
16-03-2013,Respirable Suspended Particulates,62,57,71,64,66,N.A.,54,67,N.A.,57,76,N.A.,62,64,N.A.,67,72,84
16-03-2013,Sulphur Dioxide,10,9,11,7,9,N.A.,15,8,N.A.,10,10,N.A.,6,13,N.A.,6,12,10
17-03-2013,Carbon Monoxide,N.A.,89,60,N.A.,N.A.,N.A.,72,N.A.,N.A.,92,N.A.,N.A.,N.A.,83,N.A.,N.A.,122,90
17-03-2013,Fine Suspended Particulates ,32,32,37,34,32,N.A.,20,32,N.A.,28,46,N.A.,30,31,N.A.,33,42,49
17-03-2013,Nitrogen Dioxide,61,81,109,77,64,N.A.,45,93,N.A.,62,81,N.A.,64,9,N.A.,54,134,117
17-03-2013,Nitrogen Oxides,86,156,204,N.A.,88,N.A.,62,151,N.A.,103,128,N.A.,106,10,N.A.,N.A.,320,262
17-03-2013,Ozone,37,24,18,33,45,N.A.,49,24,N.A.,33,31,N.A.,46,83,N.A.,44,7,16
17-03-2013,Respirable Suspended Particulates,47,45,62,55,51,N.A.,35,50,N.A.,41,64,N.A.,43,46,N.A.,50,60,72
17-03-2013,Sulphur Dioxide,8,25,8,5,7,N.A.,10,10,N.A.,17,10,N.A.,15,10,N.A.,4,17,9
18-03-2013,Carbon Monoxide,N.A.,82,99,N.A.,N.A.,N.A.,73,N.A.,N.A.,79,N.A.,N.A.,N.A.,81,N.A.,N.A.,110,91
18-03-2013,Fine Suspended Particulates ,25,33,38,23,27,N.A.,20,29,N.A.,25,40,N.A.,38,26,N.A.,28,30,41
18-03-2013,Nitrogen Dioxide,68,84,140,72,93,N.A.,61,81,N.A.,57,79,N.A.,90,21,N.A.,70,119,109
18-03-2013,Nitrogen Oxides,126,230,600,N.A.,259,N.A.,113,222,N.A.,110,260,N.A.,288,26,N.A.,N.A.,434,378
18-03-2013,Ozone,11,6,7,11,4,N.A.,15,9,N.A.,14,11,N.A.,5,43,N.A.,12,2,2
18-03-2013,Respirable Suspended Particulates,38,45,59,34,41,N.A.,35,43,N.A.,37,55,N.A.,51,34,N.A.,43,44,59
18-03-2013,Sulphur Dioxide,26,46,26,11,9,N.A.,10,35,N.A.,21,26,N.A.,90,14,N.A.,6,26,11
19-03-2013,Carbon Monoxide,N.A.,82,81,N.A.,N.A.,N.A.,55,N.A.,N.A.,68,N.A.,N.A.,N.A.,77,N.A.,N.A.,113,77
19-03-2013,Fine Suspended Particulates ,19,24,31,18,22,N.A.,11,24,N.A.,21,28,N.A.,28,19,N.A.,19,26,39
19-03-2013,Nitrogen Dioxide,53,66,112,58,65,N.A.,18,70,N.A.,41,50,N.A.,75,21,N.A.,63,105,86
